Trd, 000001.095, 337
Trd, 000001.476, 262
Trd, 000001.905, 225
Trd, 000002.667, 196
Trd, 000002.810, 194
Trd, 000003.095, 242
Trd, 000003.810, 342
Trd, 000004.000, 340
Trd, 000004.190, 316
Trd, 000004.333, 346
Trd, 000004.429, 235
Trd, 000008.476, 307
Trd, 000009.143, 302
Trd, 000010.143, 310
Trd, 000010.238, 281
Trd, 000010.952, 277
Trd, 000011.524, 239
Trd, 000011.667, 240
Trd, 000011.857, 256
Trd, 000011.952, 254
Trd, 000012.238, 260
Trd, 000013.476, 236
Trd, 000014.619, 229
Trd, 000015.000, 235
Trd, 000015.619, 245
Trd, 000015.714, 245
Trd, 000016.476, 222
Trd, 000016.762, 238
Trd, 000017.810, 221
Trd, 000018.238, 263
Trd, 000018.333, 268
Trd, 000018.524, 245
Trd, 000018.619, 265
Trd, 000019.190, 274
Trd, 000019.762, 259
Trd, 000020.762, 253
Trd, 000021.286, 265
Trd, 000022.667, 283
Trd, 000022.905, 254
Trd, 000024.238, 288
Trd, 000025.571, 226
Trd, 000025.952, 189
Trd, 000026.048, 238
Trd, 000026.238, 192
Trd, 000028.143, 228
Trd, 000028.952, 228
Trd, 000030.333, 227
Trd, 000031.571, 226
Trd, 000033.190, 250
Trd, 000033.524, 239
Trd, 000034.333, 245
Trd, 000035.143, 236
Trd, 000035.619, 240
Trd, 000035.857, 237
Trd, 000036.667, 237
Trd, 000037.333, 237
Trd, 000037.429, 235
Trd, 000038.762, 236
Trd, 000039.381, 236
Trd, 000039.905, 237
Trd, 000043.095, 206
Trd, 000043.667, 216
Trd, 000043.952, 219
Trd, 000044.571, 224
Trd, 000045.524, 222
Trd, 000045.952, 224
Trd, 000046.190, 237
Trd, 000046.429, 223
Trd, 000046.571, 227
Trd, 000047.095, 222
Trd, 000047.810, 225
Trd, 000050.952, 244
Trd, 000052.810, 291
Trd, 000052.905, 245
Trd, 000053.857, 235
Trd, 000054.048, 263
Trd, 000054.381, 267
Trd, 000054.429, 291
Trd, 000055.095, 267
Trd, 000055.571, 268
Trd, 000055.905, 277
Trd, 000059.190, 250
