Trd, 000001.143, 329
Trd, 000001.429, 267
Trd, 000001.619, 234
Trd, 000002.143, 30
Trd, 000002.333, 93
Trd, 000003.333, 101
Trd, 000004.286, 190
Trd, 000004.476, 417
Trd, 000004.857, 272
Trd, 000005.857, 329
Trd, 000006.571, 341
Trd, 000007.476, 271
Trd, 000007.857, 312
Trd, 000010.143, 308
Trd, 000010.571, 305
Trd, 000010.952, 290
Trd, 000011.095, 290
Trd, 000011.714, 287
Trd, 000012.238, 249
Trd, 000013.190, 271
Trd, 000013.476, 257
Trd, 000013.952, 250
Trd, 000014.190, 249
Trd, 000014.333, 250
Trd, 000015.333, 253
Trd, 000016.810, 268
Trd, 000017.048, 265
Trd, 000017.238, 264
Trd, 000017.524, 265
Trd, 000019.143, 280
Trd, 000019.714, 274
Trd, 000020.524, 311
Trd, 000020.619, 326
Trd, 000020.762, 331
Trd, 000020.810, 331
Trd, 000022.381, 297
Trd, 000022.667, 297
Trd, 000023.048, 289
Trd, 000024.333, 266
Trd, 000025.190, 232
Trd, 000026.429, 265
Trd, 000026.571, 263
Trd, 000027.190, 248
Trd, 000027.429, 270
Trd, 000029.905, 278
Trd, 000030.048, 288
Trd, 000030.714, 282
Trd, 000031.095, 349
Trd, 000031.571, 309
Trd, 000031.762, 333
Trd, 000032.905, 287
Trd, 000033.571, 206
Trd, 000033.905, 208
Trd, 000034.333, 208
Trd, 000036.000, 231
Trd, 000036.476, 233
Trd, 000037.524, 246
Trd, 000038.333, 240
Trd, 000039.476, 230
Trd, 000040.238, 221
Trd, 000041.190, 221
Trd, 000041.619, 223
Trd, 000041.762, 231
Trd, 000042.476, 236
Trd, 000043.095, 231
Trd, 000043.524, 233
Trd, 000047.762, 150
Trd, 000048.095, 135
Trd, 000048.286, 122
Trd, 000048.524, 149
Trd, 000048.714, 134
Trd, 000049.524, 137
Trd, 000049.667, 138
Trd, 000049.857, 137
Trd, 000050.714, 161
Trd, 000051.667, 147
Trd, 000052.762, 216
Trd, 000052.857, 240
Trd, 000053.381, 239
Trd, 000053.667, 240
Trd, 000054.048, 247
Trd, 000055.429, 245
Trd, 000055.619, 245
Trd, 000055.857, 246
Trd, 000056.810, 250
Trd, 000058.286, 232
Trd, 000058.524, 228
Trd, 000059.048, 230
