Trd, 000001.143, 189
Trd, 000001.667, 469
Trd, 000001.857, 418
Trd, 000002.000, 345
Trd, 000002.143, 333
Trd, 000002.238, 349
Trd, 000002.381, 349
Trd, 000003.429, 292
Trd, 000003.714, 301
Trd, 000004.429, 253
Trd, 000004.762, 245
Trd, 000005.905, 285
Trd, 000006.381, 268
Trd, 000006.905, 266
Trd, 000007.238, 265
Trd, 000007.714, 270
Trd, 000009.333, 267
Trd, 000010.571, 267
Trd, 000012.286, 266
Trd, 000012.857, 265
Trd, 000013.476, 265
Trd, 000013.857, 264
Trd, 000014.190, 265
Trd, 000014.476, 265
Trd, 000017.714, 293
Trd, 000019.810, 291
Trd, 000020.905, 272
Trd, 000022.476, 269
Trd, 000024.857, 266
Trd, 000026.524, 264
Trd, 000028.905, 265
Trd, 000028.952, 233
Trd, 000029.476, 246
Trd, 000031.000, 237
Trd, 000031.190, 243
Trd, 000031.952, 243
Trd, 000033.333, 229
Trd, 000033.810, 218
Trd, 000034.619, 216
Trd, 000035.286, 231
Trd, 000036.190, 222
Trd, 000036.238, 226
Trd, 000036.714, 235
Trd, 000037.000, 229
Trd, 000037.381, 233
