Trd, 000001.143, 99
Trd, 000001.286, 204
Trd, 000001.857, 356
Trd, 000001.952, 320
Trd, 000002.143, 31
Trd, 000002.381, 216
Trd, 000003.333, 212
Trd, 000003.571, 209
Trd, 000003.857, 246
Trd, 000004.333, 286
Trd, 000005.238, 252
Trd, 000005.714, 261
Trd, 000007.048, 259
Trd, 000007.571, 239
Trd, 000008.048, 318
Trd, 000010.143, 301
Trd, 000010.333, 289
Trd, 000011.429, 279
Trd, 000012.048, 259
Trd, 000012.286, 240
Trd, 000013.857, 268
Trd, 000014.429, 270
Trd, 000014.667, 264
Trd, 000015.476, 259
Trd, 000016.238, 215
Trd, 000016.714, 232
Trd, 000016.810, 217
Trd, 000017.667, 208
Trd, 000018.619, 268
Trd, 000019.048, 283
Trd, 000019.095, 282
Trd, 000019.619, 269
Trd, 000020.619, 298
Trd, 000021.048, 263
Trd, 000021.429, 251
Trd, 000021.952, 222
Trd, 000023.286, 252
Trd, 000024.095, 230
Trd, 000025.286, 231
Trd, 000025.524, 304
Trd, 000026.238, 279
Trd, 000026.571, 292
Trd, 000028.286, 298
Trd, 000028.429, 296
Trd, 000035.095, 247
Trd, 000035.524, 316
Trd, 000035.714, 285
Trd, 000035.905, 281
Trd, 000036.143, 293
Trd, 000037.000, 270
Trd, 000037.619, 276
Trd, 000038.524, 285
Trd, 000039.095, 287
Trd, 000039.619, 281
Trd, 000040.286, 317
Trd, 000042.000, 257
Trd, 000043.571, 261
Trd, 000044.429, 272
Trd, 000044.619, 240
Trd, 000045.048, 277
Trd, 000045.333, 284
Trd, 000045.429, 273
Trd, 000048.333, 278
Trd, 000048.619, 328
Trd, 000049.048, 316
Trd, 000049.714, 286
Trd, 000051.190, 300
Trd, 000052.333, 248
Trd, 000052.381, 252
Trd, 000052.857, 243
Trd, 000053.810, 276
Trd, 000055.190, 279
Trd, 000055.619, 279
Trd, 000056.476, 277
Trd, 000057.286, 279
