Trd, 000001.238, 31
Trd, 000001.333, 263
Trd, 000001.762, 137
Trd, 000001.810, 206
Trd, 000002.286, 227
Trd, 000002.429, 237
Trd, 000002.905, 102
Trd, 000003.190, 133
Trd, 000003.476, 297
Trd, 000003.857, 204
Trd, 000004.714, 192
Trd, 000005.571, 181
Trd, 000005.810, 169
Trd, 000006.476, 170
Trd, 000007.286, 185
Trd, 000008.238, 182
Trd, 000008.762, 180
Trd, 000013.238, 127
Trd, 000018.905, 182
Trd, 000020.857, 178
Trd, 000022.667, 177
Trd, 000023.048, 212
Trd, 000024.381, 182
Trd, 000024.429, 186
Trd, 000024.714, 177
Trd, 000024.952, 186
Trd, 000025.190, 179
Trd, 000025.476, 180
Trd, 000026.143, 183
Trd, 000027.190, 193
Trd, 000027.714, 191
Trd, 000029.571, 191
Trd, 000030.000, 222
Trd, 000030.190, 226
Trd, 000031.143, 238
Trd, 000031.238, 234
Trd, 000031.429, 228
Trd, 000031.667, 240
Trd, 000034.238, 239
Trd, 000034.905, 232
Trd, 000035.143, 226
Trd, 000035.381, 225
Trd, 000035.667, 218
Trd, 000036.190, 217
Trd, 000036.333, 222
Trd, 000036.667, 231
Trd, 000036.905, 208
Trd, 000039.286, 273
Trd, 000039.619, 298
Trd, 000040.286, 290
Trd, 000040.714, 254
Trd, 000041.524, 250
Trd, 000041.619, 254
Trd, 000042.429, 177
Trd, 000043.762, 234
Trd, 000045.476, 237
Trd, 000045.762, 277
Trd, 000046.095, 255
Trd, 000046.762, 254
Trd, 000047.238, 257
Trd, 000047.952, 262
Trd, 000048.810, 234
Trd, 000049.762, 258
Trd, 000050.952, 232
Trd, 000051.143, 215
Trd, 000051.571, 205
Trd, 000052.571, 216
Trd, 000054.286, 227
Trd, 000056.810, 235
Trd, 000057.857, 234
