Trd, 000001.095, 27
Trd, 000001.238, 169
Trd, 000001.429, 467
Trd, 000002.238, 195
Trd, 000002.476, 283
Trd, 000002.905, 284
Trd, 000003.524, 246
Trd, 000003.810, 305
Trd, 000003.952, 234
Trd, 000004.286, 269
Trd, 000004.952, 167
Trd, 000005.667, 261
Trd, 000005.905, 231
Trd, 000006.857, 270
Trd, 000009.238, 262
Trd, 000011.381, 267
Trd, 000012.476, 228
Trd, 000012.571, 246
Trd, 000012.714, 247
Trd, 000013.429, 255
Trd, 000014.286, 244
Trd, 000015.095, 209
Trd, 000015.286, 245
Trd, 000015.667, 214
Trd, 000016.190, 211
Trd, 000017.143, 221
Trd, 000018.238, 250
Trd, 000018.619, 224
Trd, 000021.095, 262
Trd, 000023.095, 261
Trd, 000023.286, 244
Trd, 000024.190, 243
Trd, 000026.667, 263
Trd, 000027.714, 248
Trd, 000027.905, 248
Trd, 000028.524, 249
Trd, 000028.905, 252
Trd, 000029.571, 260
Trd, 000029.762, 255
Trd, 000030.238, 264
Trd, 000030.619, 240
Trd, 000031.952, 241
Trd, 000032.905, 235
Trd, 000033.095, 241
Trd, 000033.905, 229
Trd, 000034.381, 239
Trd, 000034.952, 244
Trd, 000035.333, 246
Trd, 000036.286, 245
Trd, 000037.286, 250
Trd, 000038.000, 249
Trd, 000039.667, 246
